payment_id,customer_id,payment_amount,failure_type,retry_count,successful_payments,failed_payments,customer_age_days,days_since_failure,payment_method,previous_recovery_rate,recovered
pay_01653,cust_1748,211.68,authentication_failed,0,1,4,365,0.4,netbanking,0.2,1
pay_01654,cust_0556,1412.96,authentication_failed,1,12,6,173,4.58,upi,0.667,1
pay_01655,cust_0324,673.99,bank_timeout,1,19,0,751,0.13,upi,1.0,1
pay_01656,cust_1368,8890.04,insufficient_funds,2,14,3,118,3.29,upi,0.824,0
pay_01657,cust_1581,1974.2,insufficient_funds,3,9,3,432,4.79,card,0.75,1
pay_01658,cust_0175,918.32,invalid_card,1,17,6,814,3.29,card,0.739,0
pay_01659,cust_1679,6648.16,expired_card,0,13,1,65,4.48,upi,0.929,1
pay_01660,cust_1892,2782.4,invalid_card,0,11,1,68,1.03,upi,0.917,1
pay_01661,cust_2295,567.55,invalid_card,1,13,2,986,4.3,upi,0.867,0
pay_01662,cust_0420,629.32,authentication_failed,1,0,6,618,4.01,upi,0.0,0
pay_01663,cust_1714,347.59,authentication_failed,1,16,8,811,4.31,card,0.667,0
pay_01664,cust_2086,335.3,bank_timeout,3,4,7,156,2.32,upi,0.364,0
pay_01665,cust_0806,205.38,insufficient_funds,2,1,3,342,4.74,upi,0.25,0
pay_01666,cust_2420,6453.43,invalid_card,2,16,3,779,1.25,netbanking,0.842,1
pay_01667,cust_1658,736.97,insufficient_funds,0,19,1,994,4.76,netbanking,0.95,1
pay_01668,cust_0791,817.82,invalid_card,2,8,2,70,4.63,card,0.8,0
pay_01669,cust_0278,395.56,expired_card,3,4,0,304,3.81,upi,1.0,1
pay_01670,cust_0272,1989.0,insufficient_funds,1,5,4,410,4.99,netbanking,0.556,1
pay_01671,cust_0984,1118.93,insufficient_funds,1,4,4,587,4.77,netbanking,0.5,0
pay_01672,cust_0116,1948.86,authentication_failed,1,5,2,412,0.48,upi,0.714,0
pay_01673,cust_2032,895.93,bank_timeout,0,3,8,878,3.15,upi,0.273,0
pay_01674,cust_0146,690.9,insufficient_funds,0,4,8,438,2.3,upi,0.333,0
pay_01675,cust_0696,2557.29,bank_timeout,3,4,1,614,1.87,upi,0.8,1
pay_01676,cust_1677,1019.94,insufficient_funds,0,15,3,169,1.73,card,0.833,0
pay_01677,cust_2307,488.71,bank_timeout,3,5,2,125,0.63,card,0.714,1
pay_01678,cust_2215,442.9,invalid_card,1,5,1,55,4.04,upi,0.833,0
pay_01679,cust_1040,293.86,invalid_card,1,17,1,515,4.19,card,0.944,1
pay_01680,cust_1863,622.19,expired_card,1,5,5,177,0.55,upi,0.5,0
pay_01681,cust_1628,203.62,bank_timeout,0,18,4,342,3.74,netbanking,0.818,1
pay_01682,cust_1828,736.76,bank_timeout,2,10,1,260,4.62,upi,0.909,1
pay_01683,cust_1927,321.69,bank_timeout,2,11,8,389,0.65,upi,0.579,0
pay_01684,cust_0152,238.42,bank_timeout,3,9,8,936,2.13,upi,0.529,0
pay_01685,cust_1962,6595.35,bank_timeout,3,12,0,959,0.15,card,1.0,1
pay_01686,cust_2153,8243.66,authentication_failed,0,18,0,532,1.53,card,1.0,1
pay_01687,cust_2324,718.15,invalid_card,1,6,5,265,1.47,netbanking,0.545,0
pay_01688,cust_1102,634.94,insufficient_funds,3,10,4,472,1.02,card,0.714,0
pay_01689,cust_0040,997.94,insufficient_funds,2,0,3,809,1.17,upi,0.0,0
pay_01690,cust_0250,8552.16,invalid_card,0,19,0,33,2.63,card,1.0,0
pay_01691,cust_2342,4764.61,insufficient_funds,0,12,2,870,1.25,card,0.857,1
pay_01692,cust_2026,7712.11,authentication_failed,3,0,8,844,3.69,card,0.0,0
pay_01693,cust_1230,8981.13,invalid_card,3,7,0,81,0.21,upi,1.0,1
pay_01694,cust_2445,985.25,invalid_card,0,7,7,114,4.65,card,0.5,1
pay_01695,cust_2144,2323.64,expired_card,1,18,4,183,4.87,upi,0.818,0
pay_01696,cust_0775,901.66,expired_card,2,13,6,60,2.29,card,0.684,0
pay_01697,cust_1537,1500.52,invalid_card,3,4,0,127,0.39,upi,1.0,0
pay_01698,cust_0566,279.1,authentication_failed,1,20,3,555,2.29,card,0.87,1
pay_01699,cust_1184,2780.48,authentication_failed,3,8,5,956,0.77,card,0.615,0
pay_01700,cust_0932,678.9,bank_timeout,3,0,0,331,0.53,upi,0.0,1
pay_01701,cust_0388,496.75,authentication_failed,3,2,2,835,3.19,card,0.5,0
pay_01702,cust_1341,302.79,insufficient_funds,3,19,2,254,0.37,card,0.905,1
pay_01703,cust_1747,526.84,invalid_card,0,2,2,235,4.92,card,0.5,0
pay_01704,cust_0521,369.34,bank_timeout,2,17,5,41,2.54,card,0.773,1
pay_01705,cust_1759,2910.48,expired_card,0,9,2,945,0.81,upi,0.818,0
pay_01706,cust_1802,324.69,insufficient_funds,0,10,3,37,1.89,netbanking,0.769,1
pay_01707,cust_0840,2689.84,authentication_failed,0,15,6,577,0.93,upi,0.714,0
pay_01708,cust_1302,873.98,invalid_card,0,16,6,897,2.15,upi,0.727,0
pay_01709,cust_1587,965.01,expired_card,3,13,8,482,2.6,card,0.619,1
pay_01710,cust_1105,646.43,authentication_failed,1,11,0,67,2.12,card,1.0,1
pay_01711,cust_0446,651.35,bank_timeout,2,8,3,344,0.36,card,0.727,1
pay_01712,cust_1718,876.2,insufficient_funds,3,8,5,197,1.85,upi,0.615,0
pay_01713,cust_2355,1798.94,insufficient_funds,0,19,7,822,1.06,card,0.731,1
pay_01714,cust_2255,8999.36,bank_timeout,1,10,4,542,4.38,upi,0.714,1
pay_01715,cust_2060,4940.31,authentication_failed,3,12,4,916,3.89,card,0.75,1
pay_01716,cust_1423,907.46,expired_card,1,8,1,851,3.66,upi,0.889,1
pay_01717,cust_1013,5176.38,insufficient_funds,3,4,1,760,3.68,card,0.8,0
pay_01718,cust_2070,992.74,insufficient_funds,3,17,0,112,0.54,netbanking,1.0,0
pay_01719,cust_1131,208.73,bank_timeout,3,3,7,810,3.3,card,0.3,0
pay_01720,cust_1700,873.86,expired_card,0,16,4,130,2.95,netbanking,0.8,1
pay_01721,cust_1167,2642.13,insufficient_funds,0,2,3,478,1.77,netbanking,0.4,0
pay_01722,cust_1384,9457.45,authentication_failed,0,15,2,828,2.39,netbanking,0.882,1
pay_01723,cust_0231,413.52,authentication_failed,0,19,7,884,0.86,netbanking,0.731,0
pay_01724,cust_0831,2175.57,invalid_card,0,17,3,526,1.76,upi,0.85,0
pay_01725,cust_0929,211.1,bank_timeout,0,17,5,833,1.82,upi,0.773,1
pay_01726,cust_2051,584.69,bank_timeout,3,5,2,874,0.7,card,0.714,1
pay_01727,cust_2397,2204.33,invalid_card,3,15,0,428,4.02,upi,1.0,0
pay_01728,cust_1461,1236.67,bank_timeout,2,1,1,888,2.09,card,0.5,0
pay_01729,cust_1222,693.81,bank_timeout,0,20,8,815,1.36,upi,0.714,1
pay_01730,cust_0642,605.73,authentication_failed,2,17,4,545,0.42,card,0.81,1
pay_01731,cust_0097,202.07,insufficient_funds,1,1,2,133,1.9,upi,0.333,0
pay_01732,cust_0292,7999.43,expired_card,1,7,5,268,1.62,upi,0.583,1
pay_01733,cust_0372,2639.55,invalid_card,2,4,7,547,4.12,upi,0.364,0
pay_01734,cust_2398,1244.44,expired_card,0,4,8,818,0.47,netbanking,0.333,0
pay_01735,cust_1840,1196.86,authentication_failed,0,10,5,295,0.86,upi,0.667,1
pay_01736,cust_0187,4589.35,insufficient_funds,2,9,6,806,3.72,card,0.6,1
pay_01737,cust_1515,1924.69,insufficient_funds,0,0,7,238,0.4,upi,0.0,0
pay_01738,cust_2049,8282.14,authentication_failed,1,15,0,251,0.58,netbanking,1.0,0
pay_01739,cust_1303,4299.8,expired_card,2,16,5,752,2.35,card,0.762,0
pay_01740,cust_0742,4816.66,authentication_failed,1,14,2,598,2.63,upi,0.875,1
pay_01741,cust_1230,3952.61,invalid_card,1,4,7,998,0.43,netbanking,0.364,0
pay_01742,cust_0846,9445.01,invalid_card,1,11,2,253,4.48,netbanking,0.846,1
pay_01743,cust_1767,415.61,expired_card,3,18,3,210,0.38,netbanking,0.857,0
pay_01744,cust_1371,433.05,authentication_failed,1,15,3,621,2.15,netbanking,0.833,1
pay_01745,cust_0344,2706.66,insufficient_funds,1,20,5,451,2.31,upi,0.8,0
pay_01746,cust_1941,1999.12,bank_timeout,0,18,0,277,4.17,upi,1.0,1
pay_01747,cust_2159,921.69,invalid_card,1,5,0,753,0.96,netbanking,1.0,0
pay_01748,cust_0604,1149.95,invalid_card,0,15,1,463,0.91,upi,0.938,1
pay_01749,cust_1207,5022.36,authentication_failed,1,1,5,209,4.71,netbanking,0.167,1
pay_01750,cust_1741,503.92,insufficient_funds,3,18,8,44,0.57,card,0.692,0
pay_01751,cust_1091,3541.95,authentication_failed,0,14,7,934,4.45,card,0.667,0
pay_01752,cust_0080,9466.03,insufficient_funds,0,1,4,627,1.07,upi,0.2,0
pay_01753,cust_0757,728.96,insufficient_funds,1,18,4,831,2.27,upi,0.818,1
pay_01754,cust_0990,6939.19,expired_card,0,5,5,660,3.67,upi,0.5,0
pay_01755,cust_2253,848.74,invalid_card,1,15,2,583,4.32,netbanking,0.882,0
pay_01756,cust_0656,467.44,expired_card,3,1,2,880,2.21,netbanking,0.333,0
pay_01757,cust_1720,822.29,authentication_failed,2,11,3,632,2.5,netbanking,0.786,0
pay_01758,cust_2402,9013.28,expired_card,3,15,5,801,2.12,card,0.75,0
pay_01759,cust_0089,772.27,authentication_failed,1,5,1,955,1.92,card,0.833,1
pay_01760,cust_1226,463.64,authentication_failed,1,5,5,227,1.31,card,0.5,0
pay_01761,cust_0710,1714.68,expired_card,0,3,3,375,1.49,upi,0.5,1
pay_01762,cust_0137,2008.08,bank_timeout,1,7,3,926,0.89,netbanking,0.7,1
pay_01763,cust_1009,317.23,expired_card,1,3,2,881,4.83,netbanking,0.6,0
pay_01764,cust_1104,2758.53,authentication_failed,2,19,2,87,0.68,upi,0.905,1
pay_01765,cust_0995,1150.43,expired_card,0,0,6,216,3.02,card,0.0,0
pay_01766,cust_1099,391.28,authentication_failed,1,12,7,107,3.54,card,0.632,0
pay_01767,cust_0410,1801.16,invalid_card,1,16,6,287,1.98,upi,0.727,0
pay_01768,cust_0582,944.29,insufficient_funds,1,17,4,352,4.39,card,0.81,1
pay_01769,cust_1108,582.94,expired_card,0,10,1,307,1.13,upi,0.909,1
pay_01770,cust_0572,229.11,authentication_failed,3,18,7,683,0.78,upi,0.72,0
pay_01771,cust_1910,563.3,bank_timeout,1,8,5,747,4.67,card,0.615,0
pay_01772,cust_0449,5117.28,invalid_card,3,15,6,879,2.92,card,0.714,0
pay_01773,cust_0856,9902.26,expired_card,2,19,0,199,1.77,card,1.0,1
pay_01774,cust_2224,1549.6,authentication_failed,1,17,2,823,1.67,upi,0.895,0
pay_01775,cust_1791,1808.66,invalid_card,1,18,2,401,1.6,upi,0.9,1
pay_01776,cust_0888,5612.25,bank_timeout,1,5,2,920,1.82,netbanking,0.714,0
pay_01777,cust_0436,9535.85,bank_timeout,3,5,8,451,1.02,upi,0.385,0
pay_01778,cust_1032,822.41,bank_timeout,0,9,2,638,0.16,upi,0.818,1
pay_01779,cust_0056,8819.5,insufficient_funds,3,12,0,298,4.6,card,1.0,0
pay_01780,cust_1404,526.26,insufficient_funds,2,20,0,49,3.61,upi,1.0,0
pay_01781,cust_0307,879.37,authentication_failed,1,4,2,335,4.2,netbanking,0.667,0
pay_01782,cust_0384,225.05,invalid_card,1,14,7,704,0.28,card,0.667,0
pay_01783,cust_1639,283.3,invalid_card,1,12,4,253,3.57,upi,0.75,1
pay_01784,cust_1450,1456.31,invalid_card,3,13,2,907,1.19,card,0.867,0
pay_01785,cust_0456,260.68,authentication_failed,2,2,6,336,0.77,upi,0.25,0
pay_01786,cust_0820,413.62,bank_timeout,1,14,7,704,4.48,upi,0.667,1
pay_01787,cust_2144,8263.61,bank_timeout,2,5,0,868,1.46,upi,1.0,0
pay_01788,cust_1756,3700.51,insufficient_funds,3,19,3,206,1.57,card,0.864,0
pay_01789,cust_0749,2120.16,expired_card,3,5,3,305,1.79,card,0.625,0
pay_01790,cust_1374,437.84,bank_timeout,2,17,5,793,1.2,upi,0.773,1
pay_01791,cust_0561,783.34,authentication_failed,2,2,0,33,3.02,upi,1.0,1
pay_01792,cust_0931,2770.39,bank_timeout,3,8,3,358,3.92,card,0.727,0
pay_01793,cust_2472,203.8,expired_card,3,1,4,530,4.25,netbanking,0.2,0
pay_01794,cust_1682,1910.77,expired_card,3,1,6,775,1.94,card,0.143,0
pay_01795,cust_2221,5459.47,expired_card,3,4,6,803,1.25,upi,0.4,0
pay_01796,cust_2267,2563.51,insufficient_funds,2,16,0,990,0.39,netbanking,1.0,0
pay_01797,cust_1855,2153.15,expired_card,3,20,8,424,0.2,card,0.714,1
pay_01798,cust_0968,308.0,bank_timeout,1,14,4,966,2.18,netbanking,0.778,1
pay_01799,cust_2086,513.5,insufficient_funds,3,3,8,985,0.76,upi,0.273,0
pay_01800,cust_0752,1950.27,insufficient_funds,0,16,7,550,3.27,netbanking,0.696,1
pay_01801,cust_1765,297.73,invalid_card,1,18,6,239,1.59,upi,0.75,1
pay_01802,cust_0693,6525.5,invalid_card,2,20,5,898,0.21,card,0.8,0
pay_01803,cust_1240,1235.78,authentication_failed,0,17,6,729,3.64,upi,0.739,1
pay_01804,cust_0122,8336.99,bank_timeout,0,15,3,996,4.07,netbanking,0.833,1
pay_01805,cust_2382,917.65,invalid_card,1,13,5,934,3.87,card,0.722,1
pay_01806,cust_0956,3042.52,expired_card,2,5,6,631,1.53,netbanking,0.455,0
pay_01807,cust_0124,847.03,insufficient_funds,1,10,4,733,4.95,netbanking,0.714,1
pay_01808,cust_2464,6958.5,invalid_card,3,19,2,95,3.12,card,0.905,1
pay_01809,cust_2207,500.99,expired_card,2,7,0,744,0.82,card,1.0,0
pay_01810,cust_0309,338.77,invalid_card,3,20,4,709,1.19,netbanking,0.833,0
pay_01811,cust_0467,302.12,insufficient_funds,2,18,2,952,4.26,upi,0.9,0
pay_01812,cust_2094,226.95,invalid_card,1,13,4,73,2.29,card,0.765,0
pay_01813,cust_0197,260.08,invalid_card,3,4,8,199,3.04,card,0.333,0
pay_01814,cust_1699,2540.02,insufficient_funds,0,14,2,558,2.59,netbanking,0.875,1
pay_01815,cust_2374,1367.52,insufficient_funds,3,17,0,463,4.69,card,1.0,0
pay_01816,cust_0461,3771.14,invalid_card,1,0,8,63,2.7,upi,0.0,0
pay_01817,cust_0069,559.9,invalid_card,2,8,4,253,1.7,card,0.667,0
pay_01818,cust_2437,5337.72,insufficient_funds,1,0,4,859,3.34,card,0.0,1
pay_01819,cust_0585,288.48,authentication_failed,1,7,7,402,1.32,card,0.5,0
pay_01820,cust_0749,364.4,bank_timeout,3,20,7,30,0.75,netbanking,0.741,0
pay_01821,cust_1203,2688.08,insufficient_funds,2,7,6,291,2.56,upi,0.538,0
pay_01822,cust_0325,2578.76,insufficient_funds,3,8,8,589,0.82,card,0.5,0
pay_01823,cust_1443,2995.16,expired_card,3,13,2,232,4.81,netbanking,0.867,1
pay_01824,cust_0946,7229.63,expired_card,0,4,5,625,1.62,netbanking,0.444,0
pay_01825,cust_1985,489.34,expired_card,3,5,2,450,2.86,card,0.714,0
pay_01826,cust_0528,6175.48,bank_timeout,2,12,2,632,4.58,card,0.857,1
pay_01827,cust_2471,5243.99,invalid_card,3,15,7,655,1.02,netbanking,0.682,0
pay_01828,cust_1777,1509.36,authentication_failed,0,10,3,647,2.69,card,0.769,1
pay_01829,cust_0777,491.81,insufficient_funds,0,9,4,80,3.3,card,0.692,1
pay_01830,cust_1911,477.98,expired_card,1,1,4,778,4.69,netbanking,0.2,0
pay_01831,cust_0290,8679.88,expired_card,3,4,0,635,3.1,card,1.0,1
pay_01832,cust_1781,915.58,expired_card,2,19,2,86,2.64,card,0.905,0
pay_01833,cust_0957,6390.87,invalid_card,0,19,4,602,4.54,netbanking,0.826,1
pay_01834,cust_1642,236.53,expired_card,1,0,1,515,3.33,upi,0.0,0
pay_01835,cust_1008,5862.87,authentication_failed,3,4,4,899,4.25,upi,0.5,0
pay_01836,cust_1269,968.75,expired_card,0,6,7,706,3.13,card,0.462,0
pay_01837,cust_1658,525.86,insufficient_funds,2,1,3,459,0.52,upi,0.25,0
pay_01838,cust_2358,427.54,authentication_failed,3,6,3,500,0.3,card,0.667,0
pay_01839,cust_1222,5173.25,expired_card,0,8,7,471,0.23,netbanking,0.533,0
pay_01840,cust_2190,323.79,invalid_card,2,2,1,835,2.41,upi,0.667,0
pay_01841,cust_0140,492.24,invalid_card,1,5,8,637,1.8,netbanking,0.385,0
pay_01842,cust_1098,304.5,authentication_failed,0,11,5,587,3.74,upi,0.688,1
pay_01843,cust_0391,8027.47,expired_card,0,12,0,692,2.51,card,1.0,1
pay_01844,cust_1937,199.81,expired_card,2,3,8,312,4.93,upi,0.273,0
pay_01845,cust_1019,380.26,bank_timeout,3,12,2,815,4.7,netbanking,0.857,1
pay_01846,cust_0164,2640.71,insufficient_funds,3,17,8,42,0.84,netbanking,0.68,0
pay_01847,cust_1318,1181.0,invalid_card,1,6,3,380,3.63,netbanking,0.667,1
pay_01848,cust_0542,2209.2,insufficient_funds,0,13,7,73,2.58,netbanking,0.65,1
pay_01849,cust_2479,366.52,authentication_failed,0,17,4,916,1.19,netbanking,0.81,0
pay_01850,cust_0377,258.91,insufficient_funds,2,17,5,604,0.33,upi,0.773,1
pay_01851,cust_0668,3779.96,insufficient_funds,3,5,2,48,1.64,upi,0.714,0
pay_01852,cust_2461,1951.62,expired_card,3,1,8,725,4.47,upi,0.111,0
pay_01853,cust_0564,1159.78,invalid_card,0,19,5,776,1.3,netbanking,0.792,0
pay_01854,cust_1116,895.54,invalid_card,1,10,6,974,0.11,card,0.625,1
pay_01855,cust_0951,1768.35,insufficient_funds,2,15,8,958,2.3,card,0.652,0
pay_01856,cust_0886,471.05,invalid_card,0,12,6,274,2.23,card,0.667,1
pay_01857,cust_0035,7486.86,expired_card,0,0,3,630,0.31,card,0.0,0
pay_01858,cust_0485,529.29,expired_card,0,19,4,377,0.87,card,0.826,1
pay_01859,cust_0820,1741.68,bank_timeout,1,12,0,80,3.15,card,1.0,1
pay_01860,cust_2185,5441.37,expired_card,2,8,4,675,2.99,netbanking,0.667,0
pay_01861,cust_0562,2113.12,expired_card,0,3,8,46,3.19,card,0.273,0
pay_01862,cust_0495,797.03,expired_card,2,12,6,190,4.35,upi,0.667,0
pay_01863,cust_2446,437.26,expired_card,3,12,0,270,4.85,netbanking,1.0,1
pay_01864,cust_1673,229.76,invalid_card,2,14,2,805,2.17,card,0.875,0
pay_01865,cust_1664,2598.75,insufficient_funds,2,6,0,99,2.26,card,1.0,1
pay_01866,cust_0370,3377.73,authentication_failed,2,4,2,291,1.58,card,0.667,0
pay_01867,cust_0857,4857.17,expired_card,2,6,1,726,4.08,netbanking,0.857,0
pay_01868,cust_1916,374.06,authentication_failed,3,13,4,897,3.62,netbanking,0.765,0
pay_01869,cust_2379,664.72,expired_card,3,8,8,501,2.04,netbanking,0.5,0
pay_01870,cust_0029,9793.01,invalid_card,0,17,4,280,4.29,netbanking,0.81,0
pay_01871,cust_0411,581.81,bank_timeout,1,19,7,247,3.95,card,0.731,1
pay_01872,cust_0546,998.15,authentication_failed,2,7,2,865,2.03,card,0.778,0
pay_01873,cust_1885,4807.75,invalid_card,1,7,8,918,1.76,card,0.467,0
pay_01874,cust_0577,1364.54,insufficient_funds,3,19,3,263,3.83,card,0.864,1
pay_01875,cust_0718,353.88,authentication_failed,1,19,0,848,3.4,netbanking,1.0,1
pay_01876,cust_1358,1656.18,bank_timeout,0,14,5,476,2.89,upi,0.737,1
pay_01877,cust_2496,385.7,invalid_card,1,6,2,218,3.89,upi,0.75,0
pay_01878,cust_1772,3897.84,invalid_card,1,6,1,454,4.44,upi,0.857,1
pay_01879,cust_2074,9499.13,insufficient_funds,0,6,8,400,0.36,upi,0.429,1
pay_01880,cust_1551,1626.07,bank_timeout,2,2,0,685,2.42,netbanking,1.0,1
pay_01881,cust_1219,3129.5,invalid_card,1,13,7,460,0.77,upi,0.65,0
pay_01882,cust_2332,476.8,bank_timeout,3,6,8,708,4.91,netbanking,0.429,0
pay_01883,cust_1653,2890.78,authentication_failed,2,10,7,691,2.97,upi,0.588,0
pay_01884,cust_0428,8389.75,authentication_failed,2,19,1,293,3.03,netbanking,0.95,1
pay_01885,cust_2073,2239.82,insufficient_funds,1,4,6,823,4.37,upi,0.4,0
pay_01886,cust_1215,7132.75,insufficient_funds,0,5,8,629,3.55,card,0.385,0
pay_01887,cust_2186,2733.18,authentication_failed,1,8,0,34,3.53,upi,1.0,0
pay_01888,cust_0748,718.03,bank_timeout,2,15,4,206,4.15,card,0.789,0
pay_01889,cust_0662,301.3,authentication_failed,1,4,3,491,2.68,netbanking,0.571,0
pay_01890,cust_2237,2313.87,insufficient_funds,0,12,1,778,1.08,upi,0.923,1
pay_01891,cust_1047,1611.59,invalid_card,2,16,6,733,2.27,card,0.727,1
pay_01892,cust_1104,897.59,insufficient_funds,3,4,3,434,4.04,netbanking,0.571,0
pay_01893,cust_0208,5919.85,invalid_card,0,3,6,360,1.85,card,0.333,0
pay_01894,cust_1306,4944.2,authentication_failed,2,10,5,939,2.52,upi,0.667,1
pay_01895,cust_0410,496.36,insufficient_funds,3,10,8,835,4.07,upi,0.556,0
pay_01896,cust_2175,3498.97,expired_card,2,3,2,209,4.47,upi,0.6,0
pay_01897,cust_1240,2176.87,insufficient_funds,1,6,8,446,4.57,card,0.429,1
pay_01898,cust_1745,204.1,insufficient_funds,0,7,6,228,0.32,upi,0.538,0
pay_01899,cust_1222,6588.35,insufficient_funds,0,10,0,583,3.1,card,1.0,1
pay_01900,cust_2191,266.0,bank_timeout,0,18,6,683,0.42,upi,0.75,1
pay_01901,cust_2488,8748.06,bank_timeout,2,4,8,305,0.64,upi,0.333,0
pay_01902,cust_1486,315.77,invalid_card,2,12,7,336,4.94,card,0.632,0
pay_01903,cust_0059,2277.68,insufficient_funds,0,4,6,31,0.93,upi,0.4,0
pay_01904,cust_1028,824.69,insufficient_funds,1,10,8,317,3.09,upi,0.556,0
pay_01905,cust_0072,4591.28,invalid_card,2,17,6,501,1.88,upi,0.739,1
pay_01906,cust_1497,6593.88,expired_card,1,6,0,542,2.66,netbanking,1.0,1
pay_01907,cust_0529,2282.13,insufficient_funds,3,5,3,692,3.86,netbanking,0.625,0
pay_01908,cust_0690,5523.8,authentication_failed,1,14,6,888,2.45,upi,0.7,0
pay_01909,cust_2115,7897.86,invalid_card,1,20,1,410,0.55,card,0.952,1
pay_01910,cust_2170,898.32,expired_card,3,11,5,606,1.63,card,0.688,0
pay_01911,cust_2248,511.68,invalid_card,1,7,7,151,2.31,netbanking,0.5,0
pay_01912,cust_2059,4198.67,authentication_failed,0,13,5,873,1.44,card,0.722,1
pay_01913,cust_2221,6864.77,invalid_card,2,8,1,672,3.98,netbanking,0.889,1
pay_01914,cust_1724,347.92,invalid_card,1,14,8,97,1.83,netbanking,0.636,0
pay_01915,cust_0266,5117.2,bank_timeout,1,16,4,593,2.61,upi,0.8,1
pay_01916,cust_1684,3118.24,invalid_card,1,7,6,727,0.63,card,0.538,0
pay_01917,cust_0470,2204.65,insufficient_funds,0,4,8,565,3.25,netbanking,0.333,0
pay_01918,cust_0403,7541.34,insufficient_funds,3,19,0,924,0.68,upi,1.0,0
pay_01919,cust_1863,609.5,invalid_card,1,7,4,957,3.56,netbanking,0.636,0
pay_01920,cust_1789,1907.79,insufficient_funds,3,10,7,553,3.11,upi,0.588,1
pay_01921,cust_2125,2992.09,invalid_card,3,14,3,787,0.6,card,0.824,1
pay_01922,cust_0700,2758.83,expired_card,0,10,7,722,4.53,netbanking,0.588,0
pay_01923,cust_1465,546.71,authentication_failed,2,8,0,348,1.9,upi,1.0,0
pay_01924,cust_2086,3447.18,insufficient_funds,0,4,3,693,3.99,netbanking,0.571,1
pay_01925,cust_0202,5269.77,authentication_failed,0,1,7,929,4.38,netbanking,0.125,0
pay_01926,cust_1829,1284.11,expired_card,3,16,4,299,2.12,upi,0.8,1
pay_01927,cust_1938,9926.74,invalid_card,0,2,6,253,4.69,upi,0.25,0
pay_01928,cust_1308,342.93,expired_card,3,11,7,753,4.59,netbanking,0.611,0
pay_01929,cust_2464,4634.42,authentication_failed,1,1,2,608,4.17,netbanking,0.333,0
pay_01930,cust_1358,959.96,bank_timeout,2,2,6,905,4.96,card,0.25,0
pay_01931,cust_1528,6762.27,invalid_card,3,6,4,328,3.99,card,0.6,0
pay_01932,cust_1929,2453.58,authentication_failed,0,20,7,304,3.73,upi,0.741,0
pay_01933,cust_2498,531.76,bank_timeout,0,12,8,103,3.26,card,0.6,1
pay_01934,cust_1175,2574.68,invalid_card,0,18,4,866,2.86,upi,0.818,0
pay_01935,cust_1995,643.61,authentication_failed,2,20,3,236,3.88,upi,0.87,1
pay_01936,cust_0118,442.57,authentication_failed,3,5,1,601,4.46,netbanking,0.833,1
pay_01937,cust_1703,5642.5,invalid_card,0,0,2,350,3.76,upi,0.0,0
pay_01938,cust_0986,904.84,bank_timeout,1,8,8,70,0.45,netbanking,0.5,0
pay_01939,cust_0856,9236.83,expired_card,0,3,7,914,2.32,netbanking,0.3,0
pay_01940,cust_0296,1551.88,expired_card,1,6,3,825,4.31,card,0.667,1
pay_01941,cust_0257,2815.02,bank_timeout,0,3,8,422,1.31,upi,0.273,0
pay_01942,cust_0526,8252.32,authentication_failed,2,11,2,684,1.0,netbanking,0.846,1
pay_01943,cust_1797,311.69,insufficient_funds,2,0,2,790,4.03,card,0.0,0
pay_01944,cust_1407,1416.36,expired_card,2,17,6,522,0.79,netbanking,0.739,0
pay_01945,cust_2185,614.12,bank_timeout,2,11,4,417,3.68,card,0.733,1
pay_01946,cust_0343,2159.94,insufficient_funds,2,18,7,568,2.63,card,0.72,0
pay_01947,cust_2416,1267.89,insufficient_funds,2,9,3,481,2.53,netbanking,0.75,1
pay_01948,cust_1784,1103.48,authentication_failed,0,3,8,521,4.83,card,0.273,0
pay_01949,cust_0352,1648.82,bank_timeout,3,17,6,204,3.19,upi,0.739,0
pay_01950,cust_0061,3681.13,authentication_failed,3,9,2,368,3.83,upi,0.818,1
pay_01951,cust_0217,3999.37,authentication_failed,1,7,1,411,4.72,netbanking,0.875,0
pay_01952,cust_0735,597.89,insufficient_funds,3,10,5,961,3.51,card,0.667,0
pay_01953,cust_1338,1576.32,bank_timeout,3,13,7,67,0.61,card,0.65,0
pay_01954,cust_0309,3133.63,invalid_card,1,16,2,161,0.76,card,0.889,1
pay_01955,cust_0560,515.72,bank_timeout,1,1,5,416,0.79,netbanking,0.167,0
pay_01956,cust_0113,227.68,insufficient_funds,2,17,4,244,1.2,card,0.81,1
pay_01957,cust_0414,256.73,bank_timeout,1,19,4,373,4.18,card,0.826,1
pay_01958,cust_1687,4299.51,expired_card,3,13,0,207,1.39,upi,1.0,0
pay_01959,cust_2098,1347.56,bank_timeout,3,20,7,670,4.53,upi,0.741,1
pay_01960,cust_0994,5523.3,bank_timeout,3,2,5,734,0.97,upi,0.286,0
pay_01961,cust_1572,493.55,expired_card,3,5,5,836,1.31,upi,0.5,0
pay_01962,cust_2093,3736.48,expired_card,1,12,5,193,1.51,card,0.706,0
pay_01963,cust_1809,2846.68,bank_timeout,1,17,6,160,3.83,upi,0.739,1
pay_01964,cust_2362,5027.16,invalid_card,1,9,1,376,2.43,netbanking,0.9,1
pay_01965,cust_0642,930.84,authentication_failed,2,8,3,992,3.33,card,0.727,0
pay_01966,cust_1683,363.56,invalid_card,3,17,2,333,2.87,card,0.895,1
